Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,"$8,950.60","$19,545.19","$42,498.74","$45,159.34","$54,484.30","$36,754.95","$37,725.14","$47,551.38","$50,903.90","$48,463.15","$43,593.70",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,$203.76,$324.02,$591.36,$710.98,$900.50,$947.96,"$1,147.10","$1,300.98","$1,445.87","$1,700.99","$1,793.47",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,"$1,050.12","$5,334.88","$5,372.48","$6,015.80","$7,015.61","$8,403.11","$8,763.80","$9,132.43","$9,729.28","$9,870.49","$10,057.89",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,$182.80,$182.94,$178.45,$209.81,$231.44,$302.28,$326.60,$378.81,$414.19,$453.34,$457.86,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,"$6,571.66","$7,170.38","$9,304.31","$11,219.43","$14,231.60","$10,151.65","$11,933.78","$5,517.78","$13,035.19","$10,454.79","$6,573.39",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,"$2,874.46","$4,975.47","$6,410.20","$6,896.09","$6,915.42","$6,774.13","$7,043.51","$7,195.67","$7,248.23","$7,319.52","$7,647.53",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,"$49,452.39","$74,631.65","$113,830.03","$129,870.19","$142,254.69","$125,107.67","$140,101.97","$157,092.97","$149,160.76",  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,$472.09,$854.93,"$1,424.10","$1,614.36","$2,010.96","$2,057.03","$2,746.61","$3,128.69","$3,350.69","$3,611.34","$3,794.89",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,$340.89,$415.50,$736.39,$816.85,$826.83,$859.83,"$1,087.98","$1,241.21","$1,158.80","$1,064.83","$1,034.19",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,  ..  ,"$3,297.35","$9,240.64","$12,297.92","$14,961.57","$11,837.39","$11,988.76","$14,367.21","$14,342.52","$15,692.01","$16,489.73",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,"$34,990.46","$48,992.31","$88,680.24","$104,841.44","$112,851.46","$101,221.81","$103,267.28","$113,239.56","$105,447.09","$113,726.64","$116,612.88",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,  ..  ,"$3,351.47","$9,651.70","$14,019.38","$16,323.77","$12,207.59","$11,319.52","$13,781.21","$13,775.26","$15,025.81","$15,692.19",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,"$8,312.18","$14,127.57","$30,368.79","$36,620.23","$40,867.56","$40,876.52","$53,045.99","$67,012.96","$77,078.82","$90,331.82","$96,038.05",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,"$1,145.92","$1,265.40","$2,107.90","$2,510.98","$2,905.95","$2,883.85","$2,857.67","$3,066.50","$2,931.40","$3,156.18","$3,190.31",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,"$84,289.56","$82,537.45","$135,629.61","$170,472.28","$193,648.13","$152,877.37","$145,221.19","$163,351.65",  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,$972.09,$354.00,$950.65,"$1,230.43","$1,695.97","$1,525.53","$1,631.54","$1,970.57","$2,046.54","$2,243.98","$2,238.90",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,$266.89,$246.28,$292.99,$379.07,$472.38,$417.18,$414.14,$456.33,$444.96,$462.97,$449.40,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,$986.65,"$2,183.00","$4,428.52","$5,002.86","$5,850.20","$6,017.58","$6,330.79","$6,497.55","$6,529.98","$7,100.92","$7,635.48",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,"$3,068.70","$6,649.72","$8,666.34","$9,219.82","$9,578.57","$7,647.68","$8,851.35","$9,715.11","$9,703.37","$10,172.72","$10,325.65",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,"$1,659.11","$2,126.83","$2,758.38","$2,878.46","$2,925.90","$2,907.63","$3,124.34","$3,290.03","$3,502.26","$3,602.85","$3,529.75",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macedonia, FYR",MKD,"$2,240.14","$1,875.13","$3,351.30","$4,063.75","$4,821.54","$4,566.34","$4,561.18","$5,079.96","$4,709.51","$5,195.28","$5,455.59",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,$316.19,$240.38,$460.01,$519.31,$614.32,$610.05,$610.79,$680.83,$641.79,$659.52,$704.51,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,"$7,192.39","$10,377.04","$15,705.34","$18,356.97","$20,895.78","$19,636.01","$19,694.08","$22,347.71","$21,176.31","$22,776.19",  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,"$1,421.50","$1,106.98","$1,203.84",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,  ..  ,"$1,627.04","$4,383.60","$5,957.15","$7,325.70","$6,698.08","$6,682.28","$7,318.74","$6,586.72","$7,186.43","$7,378.35",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,"$1,172.44",$474.21,"$1,334.41","$1,633.38","$2,138.38","$1,717.07","$2,650.35","$3,772.93","$4,377.24","$4,387.71","$4,129.37",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,$187.86,$274.66,$382.38,$418.91,$499.89,$461.43,$417.50,$524.89,$564.81,$605.23,$585.62,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,$503.84,$477.11,$937.98,"$1,008.55","$1,180.55","$1,045.79","$1,207.83","$1,390.93","$1,282.79","$1,306.01","$1,274.98",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,"$2,506.18","$3,861.04","$5,455.07","$6,285.79","$7,749.32","$7,082.30","$7,772.10","$8,984.63","$9,113.64","$9,479.87","$10,016.65",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,$199.89,$155.76,$237.70,$270.24,$307.58,$351.08,$365.52,$369.60,$270.09,$239.87,$255.04,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,"$2,417.44","$4,004.56","$6,194.67","$7,240.68","$8,486.60","$7,312.01","$9,069.04","$10,427.76","$10,834.66","$10,973.66","$11,307.06",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,"$1,981.25","$2,059.41","$3,884.65","$4,195.94","$4,011.30","$4,123.94","$5,143.13","$5,539.62","$5,679.96","$5,435.49","$5,408.24",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,"$14,800.03","$12,579.60",  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,$313.54,$160.22,$260.56,$295.39,$358.19,$344.38,$351.01,$378.20,$393.64,$418.49,$427.37,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,$321.67,$377.50,"$1,014.73","$1,131.15","$1,376.86","$1,091.97","$2,314.96","$2,514.15","$2,739.85","$2,979.83","$3,203.30",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,$243.56,"$1,016.02","$1,245.14","$1,350.59","$1,517.80","$1,478.97","$1,523.48","$1,679.75","$1,779.87","$1,824.99","$1,963.05",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,"$21,019.13","$25,921.13","$44,453.97","$51,241.32","$56,928.82","$51,900.34","$50,341.25","$53,537.28","$49,474.71","$51,425.08","$52,138.68",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,"$28,242.94","$38,146.72","$74,114.70","$85,128.66","$96,880.51","$80,017.78","$87,646.27","$100,575.12","$101,563.70","$102,832.26","$97,299.64",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,$193.56,$231.43,$350.61,$396.17,$476.56,$483.40,$595.43,$695.88,$685.50,$692.34,$701.68,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,"$13,663.03","$13,641.06","$26,630.36","$32,382.27","$30,972.12","$27,998.57","$33,394.07","$37,896.85","$39,504.96","$42,308.18","$44,342.16",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,"$6,448.13","$8,710.99","$14,575.16","$16,225.66","$22,963.38","$17,518.83","$19,920.65","$21,164.34","$21,533.81","$20,011.35","$19,309.61",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,$371.82,$534.92,$876.95,$953.80,"$1,042.80","$1,009.80","$1,043.30","$1,230.82","$1,266.38","$1,275.36","$1,316.61",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,"$2,150.21","$3,836.73","$5,072.22","$6,142.95","$7,112.40","$7,283.56","$7,958.58","$9,036.04","$10,138.52","$11,206.42","$11,948.85",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,"$1,177.92","$1,967.24","$3,143.55","$3,611.20","$4,244.54","$4,178.82","$5,056.30","$5,731.35","$6,388.85","$6,603.81","$6,541.03",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,$715.31,"$1,039.70","$1,395.21","$1,678.85","$1,929.13","$1,836.87","$2,145.24","$2,371.85","$2,604.66","$2,786.95","$2,872.51",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,"$5,095.63","$7,826.99","$9,719.14","$9,726.11","$9,837.35","$9,183.14","$9,004.64","$9,765.31","$10,397.76","$10,926.32","$11,879.68",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,$774.36,$655.25,$886.42,$992.67,"$1,223.20","$1,210.87","$1,418.92","$1,838.70","$2,151.21","$2,108.84","$2,268.16",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,"$1,698.01","$4,492.73","$8,999.74","$11,247.55","$13,906.22","$11,440.58","$12,597.46","$13,891.14","$13,142.05","$13,776.45","$14,336.80",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,"$8,652.51","$16,192.13","$22,935.94","$23,664.88","$24,898.34","$25,768.74","$26,435.73","$27,219.39","$27,752.04","$28,681.70",  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People’s Rep.",PRK,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,"$7,885.39","$11,502.40","$19,821.44","$22,780.06","$24,815.61","$23,063.97","$22,540.00","$23,194.74","$20,577.40","$21,618.74","$22,124.37",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,"$1,351.58","$1,545.63","$1,809.71","$2,312.19","$3,059.99","$2,599.59","$3,225.59","$3,983.50","$3,858.04","$4,497.44","$4,712.82",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,"$16,036.73","$14,530.23",  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,"$15,447.60","$29,926.36","$61,593.67","$67,612.49","$82,990.07","$61,463.90","$70,870.23","$89,115.90","$94,407.41","$96,077.00","$96,732.40",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROM,"$1,650.69","$1,668.16","$5,828.74","$8,214.19","$10,136.47","$8,220.11","$8,297.48","$9,200.28","$8,577.29","$9,587.18","$10,000.00",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,"$3,485.11","$1,771.59","$6,920.19","$9,101.26","$11,635.27","$8,562.81","$10,675.00","$13,323.88","$14,078.83","$14,487.28","$12,735.92",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,$351.28,$216.28,$336.94,$398.21,$491.94,$529.60,$553.60,$606.90,$667.41,$679.00,$695.69,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,"$7,137.39","$8,808.88","$14,826.92","$15,947.41","$19,436.86","$15,655.08","$18,753.98","$23,256.10","$24,883.19","$24,646.02","$24,406.48",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,$481.50,$352.50,$868.32,"$1,081.16","$1,248.36","$1,183.21","$1,421.53","$1,596.45","$1,662.29","$1,726.08","$1,875.84",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,$760.78,$474.58,$808.29,$948.51,"$1,094.58","$1,018.39",$998.12,"$1,081.13","$1,019.27","$1,051.38","$1,067.13",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,"$11,864.53","$23,792.61","$33,579.86","$39,223.58","$39,721.05","$38,577.56","$46,569.68","$53,121.35","$54,576.76","$55,980.15","$56,284.33",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,$970.07,"$1,055.21",$950.06,"$1,048.77","$1,208.34","$1,161.23","$1,276.35","$1,648.85","$1,866.71","$1,889.99","$2,024.19",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,$165.25,$156.59,$359.53,$400.38,$453.74,$434.53,$446.34,$490.88,$618.95,$783.01,$765.96,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,$914.09,"$2,259.89","$3,108.59","$3,358.42","$3,569.34","$3,431.28","$3,547.07","$3,821.34","$3,921.72","$3,998.74","$4,119.99",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,  ..  ,"$28,224.20","$49,682.09","$56,489.50","$62,993.37",  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,$521.22,$542.62,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,  ..  ,$870.14,"$4,129.76","$5,458.12","$6,701.77","$5,821.31","$5,411.88","$6,423.29","$5,659.38","$6,353.83","$6,152.92",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,  ..  ,  ..  ,  ..  ,  ..  ,"$1,688.65","$1,271.03","$1,563.90","$1,696.15",$944.28,"$1,157.49","$1,115.09",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,  ..  ,  ..  ,$858.59,$911.06,"$1,158.93","$1,151.69","$1,142.18","$1,374.13","$1,488.05","$1,675.75","$1,810.72",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,$951.07,"$1,855.77","$5,295.62","$5,862.05","$6,973.10","$7,561.45","$8,430.91","$8,448.50","$9,422.27","$9,618.35","$9,680.12",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,"$2,395.56","$5,402.93","$13,100.37","$16,014.60","$18,604.32","$16,460.22","$16,554.89","$18,138.73","$17,207.28","$18,109.50","$18,500.66",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,  ..  ,"$10,227.73","$19,726.13","$23,841.32","$27,501.81","$24,633.80","$23,438.87","$24,983.69","$22,477.60","$23,144.12","$24,001.90",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,"$30,162.32","$29,283.01","$46,256.47","$53,324.38","$55,746.84","$46,207.06","$52,076.43","$59,593.68","$57,134.08","$60,283.25","$58,898.93",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Swaziland,SWZ,"$1,292.06","$1,433.18","$2,636.32","$2,690.93","$2,617.36","$2,679.67","$2,956.70","$4,093.38","$3,988.67","$3,648.07","$3,477.15",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,"$5,265.50","$7,578.85","$12,014.40","$12,155.63","$11,123.06","$9,707.29","$10,805.06","$12,189.01","$12,844.86","$15,695.61","$15,564.64",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,$988.52,"$1,181.72","$1,779.82","$2,079.99",  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,$291.81,$166.01,$712.05,$801.40,$929.28,$803.91,$895.88,$988.44,$972.68,$985.10,"$1,024.67",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,$430.01,$265.50,$384.29,$428.40,$522.63,$508.54,$496.48,$572.03,$580.50,$626.17,$635.04,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,"$1,508.29","$2,016.04","$3,351.12","$3,962.75","$4,384.78","$4,231.14","$5,111.91","$5,539.49","$5,917.92","$6,229.17","$5,977.38",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,$496.37,$139.11,$407.25,$523.95,$711.50,$671.54,$744.19,$841.22,$962.44,"$1,048.66","$1,114.01",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,$881.15,$645.28,"$2,140.46","$2,606.74","$3,918.93","$4,059.96","$4,392.72","$5,724.54","$6,797.72","$7,826.77","$9,031.51",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TMP,  ..  ,$434.38,$464.84,$551.72,$673.37,$780.26,$875.84,"$1,015.72","$1,127.11","$1,117.73","$1,169.04",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,"$1,193.50","$1,926.73","$2,837.08","$2,932.96","$3,307.28","$3,106.90","$3,557.74","$4,226.69","$4,364.31","$4,117.34","$4,113.99",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,"$4,147.63","$6,431.01","$14,095.99","$16,530.24","$21,188.09","$14,508.79","$15,840.41","$18,287.40","$18,322.32","$20,217.08","$21,323.75",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,"$1,507.23","$2,247.91","$3,394.43","$3,805.15","$4,342.82","$4,162.51","$4,176.61","$4,298.09","$4,187.54","$4,309.99","$4,420.70",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,"$2,790.58","$4,215.16","$7,727.27","$9,309.51","$10,382.32","$8,623.95","$10,111.52","$10,584.16","$10,646.04","$10,975.07","$10,515.01",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,$980.09,"$1,458.95","$2,353.36","$2,768.37","$3,094.63","$2,763.16","$3,238.38","$3,993.50","$4,044.19","$3,880.35","$3,826.90",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,$172.05,$308.41,$475.91,$533.17,$657.73,$665.34,$708.52,$740.38,$827.53,$910.38,$955.14,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,$247.60,$260.68,$342.84,$409.87,$459.11,$557.52,$608.81,$591.44,$656.40,$674.34,$714.57,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,"$1,569.74",$635.71,"$2,303.02","$3,068.61","$3,891.04","$2,545.48","$2,974.00","$3,569.76","$3,855.42","$4,029.72","$3,082.46",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,"$2,989.99","$6,871.90","$5,877.88","$7,009.68","$9,062.29","$9,415.15","$11,938.28","$14,166.56","$15,127.64","$16,879.45","$16,806.77",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,"$23,954.48","$36,449.86","$46,437.07","$48,061.54","$48,401.43","$47,001.56","$48,374.06","$49,781.36","$51,456.66","$52,980.04","$54,629.50",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,$651.42,$558.22,$642.96,$830.41,"$1,023.12","$1,181.85","$1,377.08","$1,544.83","$1,719.04","$1,877.96","$2,036.69",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,"$2,235.77","$3,672.67","$5,608.20","$5,973.79","$6,370.44","$6,177.50","$6,231.71","$6,183.68","$6,337.77","$6,591.57","$6,668.89",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,"$2,367.72","$4,785.15","$6,740.24","$8,325.22","$11,224.65","$11,534.84","$13,581.35","$10,754.59","$12,771.60",  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,"$15,050.55",  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,$98.03,$433.33,$796.67,$919.21,"$1,164.61","$1,232.37","$1,333.58","$1,542.67","$1,754.55","$1,907.56","$2,052.32",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,"$1,080.23","$1,469.89","$2,047.09","$2,393.33","$2,698.02","$2,643.48","$2,965.75","$3,275.02","$3,158.42","$3,167.06","$3,147.96",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,WBG,  ..  ,"$1,477.15","$1,442.82","$1,576.29","$1,855.46","$1,963.20","$2,338.72","$2,664.95","$2,782.91","$2,991.54","$2,965.90",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,$772.21,"$1,540.65","$2,793.54","$3,130.35","$3,375.82","$3,173.54","$3,530.57","$4,063.56","$4,257.06","$4,179.60","$4,172.22",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,$472.13,$541.51,$904.61,"$1,181.22","$1,361.72","$1,239.84","$1,310.05","$1,282.40","$1,289.03","$1,408.15",  ..  ,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,"$3,182.24","$3,099.13","$5,660.12","$6,153.66","$5,811.62","$5,912.14","$7,389.96","$8,080.87","$7,592.16","$6,889.79","$6,483.85",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",ZAR,$267.42,$397.26,$246.80,$273.49,$310.73,$286.05,$311.25,$350.27,$390.71,$413.70,$442.34,  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,$403.82,$340.16,"$1,030.32","$1,103.49","$1,365.72","$1,134.77","$1,456.13","$1,654.53","$1,686.62","$1,759.19","$1,721.62",  ..  
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,$837.77,$535.20,$414.68,$397.96,$327.20,$594.50,$674.27,$768.56,$850.83,$905.50,$931.20,  ..  
